"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KIAA1324",7.87940961777678e-38,0.816458757610668,0.144,0.085,2.0889102837688e-33
"OBSCN",3.49212429450639e-37,0.815624290934976,0.104,0.054,9.25797071716589e-33
"SEMA3F",1.64501873594795e-50,0.815169056541431,0.135,0.069,4.3611091708716e-46
"RAP2B",6.40081227434792e-72,0.814730716654975,0.273,0.164,1.69691934205238e-67
"PRSS8",4.14259799678669e-56,0.814664350733179,0.2,0.116,1.09824415492812e-51
"RP1-39G22.7",1.50990153070901e-39,0.81321889350829,0.111,0.057,4.00289994806264e-35
"SHROOM3",3.71604434803437e-55,0.812758501478197,0.211,0.125,9.85160517107392e-51
"TICAM1",1.43025966256932e-55,0.810897392136262,0.174,0.095,3.79176139143754e-51
"INSR",1.86693956941946e-103,0.809875031006917,0.358,0.215,4.94944349248793e-99
"BBC3",4.17783491015892e-50,0.808472325454868,0.29,0.202,1.10758581303223e-45
"BCL9L",1.31355483965704e-62,0.808427341932127,0.149,0.072,3.48236523541477e-58
"APOL3",1.03906546901892e-45,0.807530392904844,0.122,0.062,2.75466646491606e-41
"MB",2.48458644501217e-53,0.806156713474096,0.212,0.127,6.58688712437176e-49
"TFAP2A",2.34838671118108e-61,0.805200907332261,0.239,0.143,6.22580801001216e-57
"TRIP10",4.33643381772036e-80,0.804373800603639,0.237,0.129,1.14963196941584e-75
"NCOA7",4.7624434760417e-149,0.803269638196975,0.484,0.299,1.26257138993341e-144
"MDFI",2.81582884832585e-57,0.802663649954031,0.152,0.076,7.46504385979666e-53
"H6PD",1.05991999485938e-63,0.801838341199289,0.182,0.096,2.80995389837172e-59
"NMRK1",2.52601296610495e-60,0.801205378140914,0.229,0.136,6.69671297444083e-56
"DIMT1",1.08402289376123e-69,0.799299353265441,0.229,0.128,2.87385309365039e-65
"ADGRG1",1.09690774908532e-70,0.798443046318634,0.222,0.123,2.90801213360008e-66
"GJA1",4.40467484943411e-66,0.797462986395954,0.253,0.152,1.16772334933348e-61
"TGFB2",2.93248816265697e-25,0.796194184941109,0.121,0.076,7.77431936801989e-21
"TLE2",5.11563540497713e-71,0.795834847053948,0.172,0.084,1.35620610221349e-66
"CAB39L",1.01453890938023e-24,0.795616248713607,0.11,0.067,2.68964410265792e-20
"EBF4",4.95760501751022e-24,0.794478029086864,0.125,0.08,1.31431066619213e-19
"SLC44A4",1.68884065125958e-71,0.793766369171015,0.275,0.166,4.47728545055427e-67
"AGL",5.41662123383128e-26,0.793057617077778,0.123,0.076,1.43600045530101e-21
"AHR",1.29518292940074e-106,0.791301713011552,0.295,0.158,3.43365946413429e-102
"PLAT",1.11521128384781e-95,0.790935251971536,0.259,0.133,2.95653663460892e-91
"ELK3",9.46817908654402e-75,0.790333203392409,0.184,0.09,2.51010895763368e-70
"SLFN5",5.08286384709764e-103,0.78720103732501,0.244,0.12,1.34751803450405e-98
"F11R",1.31862222758769e-71,0.786673946464232,0.29,0.18,3.49579938755774e-67
"SERPINB1",7.4054185563093e-165,0.786570854460887,0.374,0.18,1.96325051346316e-160
"LRP5",5.69342754042526e-50,0.785957857635769,0.182,0.105,1.50938457524214e-45
"SLC30A7",1.34474137451755e-67,0.784483081923303,0.196,0.104,3.56504385798347e-63
"FLJ20021",2.44459621429054e-60,0.784479498078044,0.14,0.066,6.48086902370564e-56
"GSAP",5.3698255910607e-40,0.784075133774325,0.123,0.066,1.4235944624461e-35
"RGS14",1.08416996679825e-42,0.783682483398264,0.148,0.083,2.87424299897883e-38
"ARHGAP29",1.37260455325712e-153,0.783022160539419,0.404,0.213,3.63891193113996e-149
"SSFA2",5.33367960170821e-81,0.781163635447206,0.296,0.177,1.41401179920886e-76
"PXN",1.2345460932974e-59,0.779128892793754,0.21,0.121,3.27290514794074e-55
"ANK3",2.79792897623493e-37,0.779080364596966,0.155,0.094,7.41758950889644e-33
"STAT6",1.55186297527273e-91,0.778966345622253,0.21,0.101,4.11414393374554e-87
"ST5",3.60131988028434e-64,0.778327294254703,0.19,0.102,9.54745913462182e-60
"NOV",2.67191043679718e-32,0.778104498964683,0.104,0.057,7.08350175899301e-28
"TFCP2",1.20054139171857e-38,0.775825907475535,0.103,0.052,3.1827552835851e-34
"SH3D19",1.08938551143174e-28,0.774213604068738,0.141,0.088,2.88806992935669e-24
"DDR1",9.67147962511199e-72,0.7732528399258,0.33,0.217,2.56400596341344e-67
"KCNK6",1.8135227838415e-54,0.772515576710535,0.108,0.048,4.80783025224221e-50
"SPAG16",2.93107460177031e-78,0.772478098758532,0.274,0.159,7.77057187675328e-74
"MT1E",5.69076603786895e-196,0.771355656384172,0.528,0.287,1.50867898429944e-191
"RAMP2",2.22907465143594e-64,0.770993039473477,0.308,0.201,5.90949980842183e-60
"RP11-1094M14.11",4.72948839614761e-73,0.769239964241417,0.219,0.116,1.25383466870269e-68
"C11orf84",5.73826939777219e-28,0.767495495672913,0.1,0.056,1.52127260004338e-23
"LMBRD1",1.81339270833414e-75,0.767205383982584,0.218,0.116,4.80748540906464e-71
"SERTAD3",1.87990475006077e-79,0.766934251512766,0.289,0.17,4.98381548288612e-75
"ATL2",2.66892317105161e-37,0.765530469074654,0.15,0.089,7.07558221877493e-33
"VWF",1.90932457254612e-70,0.765433529515218,0.166,0.081,5.06181037427701e-66
"HBEGF",3.53199929316165e-67,0.765377499871942,0.392,0.277,9.36368332610084e-63
"MKKS",4.94427479480015e-96,0.763501121403472,0.365,0.225,1.31077669084947e-91
"TM7SF3",1.17684827068763e-66,0.763493831506912,0.273,0.168,3.11994245041998e-62
"CITED4",3.43259417699601e-77,0.762779141754152,0.276,0.162,9.10015042263413e-73
"LDLR",8.43864618922405e-75,0.762051427482436,0.276,0.163,2.23716949122519e-70
"ATN1",1.2037632515104e-86,0.761565176922615,0.309,0.183,3.19129675607922e-82
"SPRY1",2.67862436951264e-125,0.760955316628839,0.325,0.167,7.10130106601497e-121
"LIMK2",3.17948236627312e-40,0.760375818838104,0.169,0.102,8.42912570122667e-36
"SLC39A8",2.01903607366521e-35,0.760324351868414,0.119,0.066,5.35266653489383e-31
"PERP",1.23792989071141e-200,0.760230824689853,0.667,0.479,3.28187593326503e-196
"LINC00094",1.01702791981475e-31,0.759473238796709,0.101,0.054,2.69624271822089e-27
"TNKS1BP1",4.74308713142935e-51,0.759295473986074,0.173,0.098,1.25743982941324e-46
"C7orf49",6.89442368320059e-42,0.757529993874659,0.154,0.088,1.82778066265331e-37
"TMEM51",2.15413017074952e-54,0.756813620846266,0.184,0.103,5.71081449567406e-50
"ADAM10",1.79531571287064e-89,0.756801017688767,0.33,0.198,4.75956148639137e-85
"CTC-524C5.2",2.38217073170819e-34,0.753952358442889,0.111,0.061,6.31537282683158e-30
"HN1",6.54634337710959e-185,0.753849681841474,0.451,0.213,1.73550109270552e-180
"IFIT3",6.93961552165355e-33,0.753333235789208,0.106,0.058,1.83976147094557e-28
"CRYZ",1.03721637746304e-40,0.7526789199527,0.104,0.052,2.74976433829226e-36
"FEZ2",6.16919911970597e-88,0.75209336506628,0.313,0.183,1.63551637862525e-83
"SOD2",3.19408825232447e-154,0.750719066192811,0.626,0.46,8.46784736573739e-150
"S100A9",5.89767034552222e-106,0.750465120138733,0.163,0.064,1.5635313853014e-101
"CMBL",4.30604915011168e-53,0.749027951729719,0.179,0.099,1.14157669018611e-48
"MAT2B",1.08190790959191e-69,0.747765658062916,0.229,0.129,2.86824605911911e-65
"RASEF",1.37522462500251e-21,0.746082320376542,0.124,0.081,3.64585800334414e-17
"PLAGL1",2.76714960329212e-67,0.74549519683836,0.179,0.091,7.33599031328774e-63
"LGALS3",1.86573131984754e-215,0.74540568572652,0.623,0.359,4.94624030204781e-211
"CTNND1",4.93540194171574e-116,0.743906135952129,0.452,0.299,1.30842440876826e-111
"SLC27A1",2.59179507498361e-32,0.743649733418593,0.107,0.059,6.87110792328906e-28
"PLPP3",2.87681435238431e-66,0.743369998519395,0.208,0.114,7.62672252960605e-62
"PYCARD",8.25295154812631e-179,0.742485495686716,0.498,0.266,2.18793998492377e-174
"TGFBR3",2.21642079005713e-35,0.740381683929176,0.123,0.07,5.87595315652047e-31
"CD40",2.61268924855547e-103,0.739486161757398,0.268,0.134,6.9265004668454e-99
"EFNA1",5.8345923022358e-108,0.738924968087188,0.463,0.311,1.54680876524573e-103
"WEE1",2.30977793120816e-67,0.738717782184265,0.342,0.232,6.12345227342595e-63
"CORO2A",2.52361432346283e-31,0.737180145700383,0.149,0.093,6.69035393293231e-27
"TMEM88",9.7148675590944e-51,0.736667032164429,0.143,0.074,2.57550853859152e-46
"RGCC",1.55607181117106e-201,0.736495021965788,0.472,0.236,4.1253019785956e-197
"THRB",7.36924563060621e-25,0.7350646494408,0.122,0.076,1.95366070913001e-20
"TMEM123",8.47138935036755e-192,0.735011096389542,0.65,0.463,2.24585003067594e-187
"CRB3",1.20844271958551e-59,0.733714070188541,0.315,0.214,3.20370249389314e-55
"C6orf132",3.23185760685474e-34,0.733544351307508,0.192,0.128,8.56797770153259e-30
"CD82",5.02457458833128e-147,0.733490257237114,0.327,0.155,1.33206496911251e-142
"SLC35C1",1.62246709596452e-39,0.732391904064434,0.104,0.053,4.30132251811153e-35
"TRIP6",7.58696839492438e-103,0.731343400807048,0.277,0.141,2.0113811911784e-98
"GAN",7.19717531576222e-38,0.730859251952366,0.154,0.092,1.90804314796172e-33
"FTSJ2",1.07620169295833e-28,0.730076824636316,0.124,0.074,2.85311830820184e-24
"C2CD2",1.11320329948156e-52,0.729256989659607,0.139,0.07,2.95121326725557e-48
"IFNGR1",8.5705301335436e-85,0.729211600622501,0.286,0.163,2.27213324370374e-80
"GPD2",8.7416389912948e-30,0.728714461005181,0.136,0.083,2.31749591298216e-25
"HRSP12",1.17418471598215e-46,0.728203362463781,0.162,0.09,3.11288110054028e-42
"GRHL1",8.74137219124336e-32,0.726092661843564,0.137,0.083,2.31742518162053e-27
"CSGALNACT1",1.21435762717048e-32,0.72565623895997,0.107,0.059,3.21938350539166e-28
"SUCLG2",2.15125642408896e-80,0.719724097074048,0.274,0.155,5.70319590590225e-76
"CLDN4",7.01110904212592e-205,0.717677398240435,0.71,0.548,1.858715118158e-200
"CCNG2",6.82319122348947e-151,0.717071832858431,0.396,0.204,1.80889622525929e-146
"CAB39",5.29002495191571e-67,0.715809921039086,0.197,0.105,1.40243851500237e-62
"ZNF626",8.58003202918809e-44,0.715465324162611,0.138,0.075,2.27465229125805e-39
"HSBP1L1",3.28204894860711e-93,0.715083419581554,0.393,0.252,8.70103996765232e-89
"CTC-459F4.3",5.29384214192451e-34,0.714946552336047,0.105,0.056,1.40345049024561e-29
"TAX1BP3",1.86922939401028e-133,0.7126146394704,0.484,0.299,4.95551404646064e-129
"MIRLET7BHG",3.66676569300928e-49,0.712011200943752,0.193,0.114,9.7209625287369e-45
"ADGRL2",1.00343179081662e-25,0.711420577470197,0.101,0.059,2.66019802063394e-21
"REXO2",6.71225138374625e-161,0.710930479393858,0.636,0.466,1.77948496434497e-156
"CCDC6",4.22268638196672e-67,0.709866925034707,0.266,0.161,1.1194763867232e-62
"OAT",1.10997220240431e-119,0.709742963439967,0.429,0.256,2.94264730579406e-115
"ASCL2",6.89113755271073e-21,0.709174452441463,0.104,0.065,1.82690947659914e-16
"GRB10",5.28802824383675e-42,0.709138281994722,0.156,0.089,1.40190916772356e-37
"NAV2",4.4148176915973e-25,0.708463254931561,0.111,0.067,1.17041231821936e-20
"ELP5",1.61972753782655e-75,0.707284162205106,0.317,0.197,4.29405967553198e-71
"BCL3",7.6009752293675e-104,0.706646501283325,0.39,0.237,2.01509454305762e-99
"SYNGR1",1.35576315764408e-69,0.705834316509805,0.274,0.164,3.59426370723022e-65
"ATP9A",6.8756185812736e-38,0.705752807956921,0.197,0.127,1.82279524208144e-33
"PSMD5",1.41583272388029e-24,0.705062298526347,0.104,0.062,3.75351413427904e-20
"YBX3",9.28066170380868e-205,0.703620983720429,0.63,0.395,2.46039622429672e-200
"ERRFI1",7.63769967203584e-85,0.70331782259837,0.515,0.386,2.02483056005342e-80
"B3GNT5",2.97307708800072e-65,0.702308802673089,0.188,0.099,7.8819246679987e-61
"GATA2-AS1",1.42484953900139e-44,0.698872478170907,0.178,0.105,3.77741861284659e-40
"PLXNB2",5.4283955454671e-65,0.698784164446099,0.256,0.155,1.43912194305878e-60
"RND3",1.51139889567219e-77,0.698668442855174,0.393,0.271,4.00686961231654e-73
"ICT1",1.32666049484713e-52,0.698089343124912,0.184,0.103,3.51710963788923e-48
"BLCAP",1.95045432375255e-61,0.697707377493925,0.304,0.2,5.17084945770038e-57
"TPST2",2.22426642123209e-61,0.697323459237324,0.234,0.137,5.89675270932839e-57
"INTS6",1.94301171268335e-113,0.697276810268016,0.486,0.327,5.15111835149482e-109
"GNPTAB",2.74309757082408e-63,0.696437961460382,0.245,0.146,7.27222597001172e-59
"CD47",3.0812164633956e-136,0.695439251000205,0.562,0.383,8.16861296610808e-132
"RBL2",8.52416343045652e-66,0.694552054388243,0.211,0.116,2.25984096704833e-61
"S100A13",1.34183718991607e-193,0.6940599940623,0.677,0.458,3.5573445741865e-189
"CXCL3",1.45180921257622e-146,0.693196132860806,0.367,0.19,3.84889140346081e-142
"CDC42EP4",6.79408721270242e-74,0.693138352706148,0.338,0.218,1.80118046095954e-69
"MAFK",2.52838148693072e-71,0.693073356836539,0.252,0.144,6.70299216000205e-67
"CDC42EP1",3.77976298175549e-87,0.692461445683482,0.32,0.186,1.0020529640932e-82
"EIF4E3",7.51830884923791e-38,0.690963877443227,0.111,0.058,1.99317885902146e-33
"SLC35A1",4.69976518442796e-26,0.690695846684144,0.118,0.072,1.2459547480437e-21
"C1orf210",1.47110516901233e-14,0.689752110669205,0.106,0.074,3.9000469135686e-10
"DRAM2",1.59974933013826e-86,0.689168535701956,0.342,0.207,4.24109544912953e-82
"LRCH1",3.78961106907672e-45,0.688578657145723,0.117,0.058,1.00466379052293e-40
"ITGA3",7.81280001171587e-58,0.687691056803582,0.205,0.116,2.07125141110599e-53
"FBXO32",4.32600209299447e-71,0.687687634976326,0.233,0.129,1.14686641487376e-66
"AGRN",9.76326653718983e-57,0.685306237968048,0.231,0.139,2.58833959167439e-52
"CHP1",3.3899137833345e-84,0.685060183093271,0.385,0.252,8.98700043099809e-80
"ACSS1",1.11115504278089e-38,0.683260720680415,0.106,0.054,2.94578313391643e-34
"TMEM237",7.24523076949965e-24,0.68294148471663,0.197,0.143,1.92078312930205e-19
"CSRNP2",3.15310471332736e-41,0.680999857863853,0.194,0.121,8.35919590550215e-37
"STAM2",1.77680727731606e-27,0.679785259753224,0.111,0.066,4.7104937728926e-23
"SLK",2.86895413924966e-51,0.678081742059661,0.225,0.138,7.60588431856477e-47
"FLNB",1.22296318245611e-76,0.675845493064133,0.363,0.24,3.24219769300939e-72
"EBPL",3.12149074056193e-116,0.675550638913755,0.515,0.356,8.27538410230373e-112
"EFNB1",6.5020909390418e-42,0.675024980878565,0.161,0.093,1.72376932884937e-37
"CFD",4.81621623847114e-63,0.674823478506509,0.332,0.224,1.27682708698108e-58
"RP11-817J15.2",1.01489119737364e-70,0.674368345175416,0.162,0.075,2.69057805335725e-66
"FOXO1",1.76151053032864e-42,0.674176756822396,0.129,0.068,4.66994056695425e-38
"CCDC88C",1.33905372348525e-30,0.671567358690011,0.159,0.102,3.54996532633174e-26
"HEG1",2.68344597384159e-37,0.670364193359418,0.134,0.076,7.11408362125145e-33
"SUSD6",4.4313879159538e-58,0.669950000482196,0.213,0.123,1.17480525039851e-53
"AEBP2",9.56205105667521e-37,0.669049865239437,0.16,0.097,2.53499535563517e-32
"PRSS23",1.45006019148447e-129,0.668390703250829,0.43,0.247,3.84425457364447e-125
"MAPK13",1.1764664871222e-39,0.667505379322768,0.219,0.141,3.11893030400968e-35
"MAL2",5.20073107930306e-63,0.666639285152344,0.43,0.33,1.37876581643403e-58
"USP25",9.71003566470615e-28,0.666330002292097,0.105,0.06,2.57422755507025e-23
"ALDH7A1",4.18176233911239e-41,0.665823474965684,0.18,0.109,1.10862701372208e-36
"HIBADH",1.69784617305387e-67,0.665422293437097,0.309,0.195,4.50115998938312e-63
"TMEM243",9.54871661874845e-82,0.665223902478566,0.288,0.164,2.5314602627964e-77
"SLC12A2",2.70824129079361e-71,0.664771212903792,0.328,0.209,7.17981848602294e-67
"MBNL2",3.22584813280963e-78,0.664178518521055,0.256,0.142,8.5520459848916e-74
"C3",1.92108316257313e-126,0.663083848613755,0.2,0.078,5.09298357229761e-122
"NT5C2",6.26141802122002e-40,0.662566190304104,0.185,0.115,1.65996453160564e-35
"RBMS2",3.7376211144873e-38,0.662388310891437,0.158,0.094,9.90880733661728e-34
"B4GALT1",3.30658398773472e-80,0.661954281682712,0.361,0.23,8.76608480988352e-76
"DLG5",1.18685131441413e-22,0.661596346583203,0.138,0.092,3.14646151964331e-18
"RREB1",6.47055435199848e-34,0.66140084233252,0.142,0.085,1.71540866425832e-29
"TTC28",2.709398109801e-31,0.661162808922826,0.108,0.06,7.18288532889344e-27
"TBC1D9",1.17683849033418e-36,0.660164535390811,0.127,0.071,3.11991652172494e-32
"APOL6",2.84912119636989e-89,0.660163583421713,0.211,0.102,7.55330520369622e-85
"PPIL3",1.24200739558029e-51,0.659616360620753,0.252,0.158,3.29268580642291e-47
"PAN3",6.34771924814096e-41,0.659484881254765,0.199,0.125,1.68284384987465e-36
"PRKCD",2.33767312710708e-47,0.659218674670449,0.168,0.094,6.19740522727357e-43
"EPAS1",1.30345448580296e-110,0.657940209660479,0.34,0.186,3.45558818731222e-106
"APOL1",5.21450714257196e-45,0.656597566552356,0.126,0.064,1.38241798856725e-40
"RORC",6.6872103469031e-29,0.653902747704671,0.104,0.058,1.77284633506748e-24
"NPC2",2.80560347798751e-205,0.652629679690727,0.791,0.644,7.43793538049268e-201
"PIEZO1",4.75595656573982e-54,0.652378600493326,0.188,0.106,1.26085164514328e-49
"TANC1",1.26661978380008e-38,0.651968142121462,0.16,0.095,3.35793570883239e-34
"CDCA7L",7.65983869473296e-17,0.650837038955538,0.151,0.109,2.03069983636066e-12
"RAB40B",3.08570573693846e-52,0.650313662363792,0.28,0.184,8.18051447919754e-48
"ZNF704",5.47943892381626e-55,0.648879225974105,0.247,0.153,1.45265405309293e-50
"CLSTN3",5.27911275610924e-28,0.647854213168982,0.11,0.064,1.39954558277212e-23
"AMFR",8.80899586976147e-54,0.646479856780685,0.196,0.113,2.33535289503246e-49
"MIR4458HG",2.58525166454134e-93,0.646078734784925,0.433,0.283,6.85376068786556e-89
"POLG2",9.14728073007533e-29,0.645575043220939,0.136,0.084,2.42503559435027e-24
"TMEM87B",7.26958255269179e-27,0.645218189851183,0.13,0.081,1.92723903054412e-22
"RP11-61J19.5",4.91714240180316e-35,0.645117099280244,0.127,0.072,1.30358362214204e-30
"MISP",2.78621052645736e-14,0.644623259497674,0.12,0.086,7.38652272669111e-10
"ARMCX2",4.90306205107883e-36,0.644424379810414,0.133,0.076,1.29985078036151e-31
"PPARA",6.03512584155889e-26,0.643962173532118,0.131,0.082,1.59997221185568e-21
"USP53",2.22240131055398e-68,0.643320234240915,0.251,0.144,5.89180811440965e-64
"PKP4",4.89779628678407e-37,0.642782806176237,0.242,0.167,1.29845477358933e-32
"PODXL",1.22604606767408e-31,0.642203185183598,0.172,0.112,3.25037073001075e-27
"GBP3",2.52468546067514e-53,0.642072934221057,0.134,0.065,6.69319362479587e-49
"ICAM1",8.41883843569785e-97,0.641274375385098,0.321,0.177,2.23191825768786e-92
"CCNYL1",2.57384981598085e-17,0.641236070619434,0.103,0.068,6.82353324714682e-13
"TRIM56",6.59289187083037e-79,0.640873043286548,0.362,0.234,1.74784156387584e-74
"TSSC1",7.63940697483774e-31,0.640471513360456,0.137,0.082,2.02528318309923e-26
"KRTCAP3",1.12895272467117e-78,0.63891553954723,0.459,0.336,2.99296656837574e-74
"FAM60A",5.13214004157678e-104,0.638808008454347,0.271,0.132,1.36058164642242e-99
"ZNF217",3.26359730927295e-53,0.635536944191607,0.26,0.166,8.65212282661351e-49
"MEG3",7.4327127281068e-79,0.635444865707161,0.193,0.093,1.97048647134839e-74
"PLSCR1",1.22471127445121e-76,0.634932978203557,0.349,0.218,3.2468320596976e-72
"CD9",2.13753051094338e-190,0.634881791294637,0.731,0.577,5.666807137562e-186
"FBP1",4.67324834170642e-75,0.634623075953143,0.245,0.132,1.23892486786979e-70
"LPCAT2",2.42354048516963e-42,0.634556834085192,0.118,0.06,6.4250481802332e-38
"TNFRSF12A",3.60491755424655e-64,0.633882632864576,0.469,0.354,9.55699692806302e-60
"CTSB",3.30605996977826e-175,0.633519004147507,0.602,0.378,8.76469558587915e-171
"CXCL16",2.60533678961523e-93,0.632968168050297,0.348,0.205,6.90700836294894e-89
"KLHL21",1.04930586554399e-52,0.632752202155506,0.204,0.119,2.78181478014367e-48
"OXR1",1.0940575366359e-56,0.632004741797382,0.235,0.141,2.90045593537543e-52
"UNC50",3.57167951239167e-74,0.63189068049344,0.363,0.236,9.46887955530155e-70
"FZD6",1.41090684503526e-26,0.631646737527493,0.154,0.101,3.74045513687297e-22
"IQSEC2",8.33870216092881e-24,0.631432875606136,0.105,0.064,2.21067332988384e-19
"SMOX",5.02923230062391e-30,0.63125880678003,0.151,0.095,1.3332997752184e-25
"SWAP70",1.00458523947848e-63,0.630712457794674,0.215,0.119,2.6632559283814e-59
"SPRED2",5.1884209191629e-32,0.630706681093364,0.159,0.1,1.37550226987928e-27
"SH3BP5",1.71352733876689e-47,0.629623974413202,0.221,0.138,4.54273232780489e-43
"TGIF2",1.43776998506601e-46,0.628387110379053,0.183,0.106,3.8116720074085e-42
"BHLHE41",6.39871160552995e-44,0.627145695893021,0.13,0.068,1.69636243374205e-39
"ZC3H12A",3.82339337055709e-112,0.626976078133666,0.43,0.261,1.01361981646839e-107
"SOCS3",5.29047596283109e-109,0.626720522522625,0.493,0.318,1.40255808250615e-104
"HEXIM1",2.52018305155893e-81,0.626178630534882,0.427,0.29,6.68125728798787e-77
"OAZ3",8.43988743506132e-31,0.626059125329149,0.147,0.091,2.23749855790911e-26
"TRIOBP",3.38913465764247e-69,0.625777393252261,0.343,0.225,8.98493489087594e-65
"RNF44",2.97780113858897e-45,0.625572783630946,0.208,0.129,7.89444859851321e-41
"GGT7",2.35819178501104e-17,0.625133276344766,0.104,0.068,6.25180224124276e-13
"RNF217",4.48085854503654e-21,0.624555771753931,0.103,0.064,1.18792040887464e-16
"SEMA4A",6.8823102267393e-49,0.624147930075314,0.198,0.116,1.82456926421086e-44
"CDK6",5.59007507832967e-59,0.624002545937456,0.16,0.081,1.48198480401598e-54
"BTG3",5.28943159318902e-87,0.622375479922677,0.426,0.277,1.40228120967034e-82
"GRHL2",2.4589975720186e-21,0.621739176712408,0.129,0.086,6.51904846317851e-17
"SHPRH",4.52323396702567e-34,0.62159456797416,0.136,0.079,1.19915455699818e-29
"RPS17",0,0.621037137956951,0.896,0.797,0
"VAMP8",3.82795195129133e-173,0.62008650492327,0.664,0.425,1.01482834180684e-168
"GAS6",3.41820108304545e-80,0.620008437418054,0.33,0.199,9.06199289126179e-76
"SNTB2",3.26124795634385e-48,0.619981434814261,0.22,0.135,8.64589445706318e-44
"LINC00685",1.21475812993346e-63,0.619613350632563,0.296,0.186,3.2204452782666e-59
"RNASE1",4.9118538266505e-80,0.618687128480261,0.203,0.1,1.30218156798331e-75
"CYP20A1",5.76484622118824e-44,0.61718928673336,0.246,0.163,1.52831838169921e-39
"PSD4",6.11335936727275e-26,0.616328823215107,0.109,0.065,1.62071270185768e-21
"RPS6KA2",1.57619398482695e-33,0.616251707203927,0.136,0.08,4.17864787317473e-29
"RAB3D",2.03422267916708e-29,0.616234378464596,0.149,0.094,5.39292774473985e-25
"RAB11FIP1",5.30429970044785e-52,0.615244310294092,0.339,0.241,1.40622289358573e-47
"DOCK1",2.44910287919526e-31,0.615211097647901,0.12,0.069,6.49281664303456e-27
"NXT2",3.62840180128408e-28,0.614571673795601,0.121,0.072,9.61925601538423e-24
"RP11-410L14.2",1.0962267049758e-28,0.613245149751067,0.129,0.078,2.90620661756134e-24
"PSMB8-AS1",1.99835746693389e-41,0.612348105228345,0.164,0.096,5.29784548058843e-37
"SDC1",5.85772835911189e-45,0.612162863460409,0.33,0.236,1.55294236528415e-40
"SOCS6",3.35095388052986e-34,0.611099109480699,0.153,0.093,8.88371383267272e-30
"SFRP1",5.71062515346099e-23,0.61107367713272,0.109,0.068,1.51394383443404e-18
"CNN3",3.09370250195016e-140,0.610185747660517,0.531,0.316,8.20171470292008e-136
"ERF",3.80045682676602e-68,0.610107228762246,0.368,0.248,1.00753910934394e-63
"CD74",1.51969775010603e-244,0.609000824920988,0.775,0.497,4.0288707053061e-240
"CRY1",1.10104926729047e-22,0.608516193559973,0.13,0.084,2.91899171251377e-18
"BMI1",4.33284602127025e-37,0.608177858694172,0.212,0.14,1.14868080869896e-32
"RAI1",3.76163562010662e-27,0.607886055081985,0.114,0.068,9.97247219246467e-23
"TIFA",2.1391860533836e-47,0.607550446132146,0.194,0.115,5.67119614612527e-43
"SATB1",2.05204605953762e-51,0.607074561351853,0.218,0.132,5.44017930844018e-47
"GPR160",2.67710215606037e-62,0.606242501932593,0.337,0.224,7.09726552593166e-58
"RGMB",7.18002097360319e-25,0.606067898059695,0.142,0.093,1.90349536031194e-20
"KHNYN",7.53779092535176e-31,0.605590482111949,0.14,0.085,1.99834375222001e-26
"CDC14A",1.68382038403756e-25,0.604621393800687,0.108,0.065,4.46397622012198e-21
"ZFYVE21",6.08720374288766e-65,0.604279794183158,0.364,0.249,1.61377858427695e-60
"THBD",5.19506864506387e-40,0.603436702939545,0.143,0.08,1.37726464849288e-35
"RARRES3",9.22427105335612e-147,0.603229119852243,0.515,0.298,2.44544649895524e-142
"NET1",1.13234670081337e-85,0.602734011398138,0.383,0.242,3.00196433852632e-81
"TRPS1",1.58862682093217e-30,0.602028812324273,0.176,0.116,4.21160856497326e-26
"DCUN1D4",3.5387888094247e-22,0.601718327954578,0.128,0.083,9.38168301266582e-18
"LAMA5",7.64674038460751e-45,0.600560908908521,0.189,0.114,2.0272273433633e-40
"CLMN",3.73873589245102e-54,0.600406694244359,0.158,0.083,9.9117627244769e-50
"PYGB",1.22278580096099e-28,0.600220587088512,0.176,0.118,3.24172743692768e-24
"CMPK1",1.80579477566391e-116,0.599986484187401,0.581,0.422,4.78734252976258e-112
"MX1",2.7035176855207e-38,0.599427580837504,0.219,0.144,7.16729573608393e-34
"ZSWIM6",2.75829609185723e-36,0.599245217495706,0.188,0.119,7.31251876912271e-32
"UBTD1",5.62158457650293e-22,0.599205377975931,0.109,0.068,1.49033828707669e-17
"DDB2",7.99056399465978e-28,0.596514194942682,0.173,0.116,2.11837842062425e-23
"MON1B",6.47647107922389e-37,0.596385181118821,0.159,0.096,1.71697724781304e-32
"FAS",1.59834799915442e-59,0.59633544587661,0.122,0.054,4.23738038055829e-55
"SLC35A3",1.20364705540132e-31,0.596226847485695,0.175,0.113,3.19098870857445e-27
"PLEKHA1",3.4976772420577e-44,0.595023753699805,0.235,0.152,9.27269213641917e-40
"HIVEP3",4.96236552116325e-30,0.59367921114296,0.104,0.058,1.31557272331559e-25
"BCL10",1.37441603149396e-34,0.593615351563355,0.247,0.173,3.64371434109364e-30
"F3",8.76673276588173e-40,0.593569816540593,0.183,0.111,2.3241485235629e-35
"LNX2",2.47840309466396e-18,0.59295460414652,0.104,0.067,6.57049444426364e-14
"HLA-DRA",1.11039677171526e-212,0.592806798119318,0.595,0.333,2.94377288149431e-208
"PIR",2.21373985849479e-30,0.590116239357438,0.137,0.083,5.86884573885555e-26
