"Gene","sample_id","Expression"
"MAPK3","TCGA-EJ-7125-11",10.1353
"MAPK3","TCGA-CH-5744-01",9.823
"MAPK3","TCGA-EJ-7782-11",10.1776
"MAPK3","TCGA-HC-A9TE-01",10.4123
"MAPK3","TCGA-EJ-A7NJ-01",9.7817
"MAPK3","TCGA-SU-A7E7-01",10.085
"MAPK3","TCGA-CH-5772-01",9.9729
"MAPK3","TCGA-HI-7168-01",10.5925
"MAPK3","TCGA-ZG-A9L0-01",10.0379
"MAPK3","TCGA-HC-7075-01",9.9031
"MAPK3","TCGA-V1-A9Z8-01",10.5695
"MAPK3","TCGA-KK-A7AW-01",10.3679
"MAPK3","TCGA-H9-A6BX-01",10.3119
"MAPK3","TCGA-YL-A9WY-01",10.2675
"MAPK3","TCGA-EJ-8469-01",9.9478
"MAPK3","TCGA-G9-6361-01",9.8431
"MAPK3","TCGA-HI-7171-01",8.7223
"MAPK3","TCGA-ZG-A8QY-01",10.5308
"MAPK3","TCGA-J9-A8CM-01",9.6351
"MAPK3","TCGA-HC-8258-11",9.9591
"MAPK3","TCGA-EJ-7328-11",10.5536
"MAPK3","TCGA-J9-A52C-01",10.2346
"MAPK3","TCGA-EJ-A65D-01",9.3737
"MAPK3","TCGA-G9-6336-01",10.1751
"MAPK3","TCGA-V1-A9O5-06",10.2
"MAPK3","TCGA-J4-A67K-01",10.3625
"MAPK3","TCGA-HC-8260-11",10.0758
"MAPK3","TCGA-2A-A8W1-01",9.6455
"MAPK3","TCGA-HC-7819-01",9.4297
"MAPK3","TCGA-VN-A88N-01",9.9442
"MAPK3","TCGA-VP-A87J-01",9.456
"MAPK3","TCGA-2A-A8VL-01",9.8542
"MAPK3","TCGA-EJ-A46D-01",10.0577
"MAPK3","TCGA-HC-7821-01",9.4426
"MAPK3","TCGA-HC-A8CY-01",8.9558
"MAPK3","TCGA-EJ-7315-01",10.4196
"MAPK3","TCGA-FC-A5OB-01",9.6249
"MAPK3","TCGA-V1-A9ZI-01",10.3188
"MAPK3","TCGA-FC-A66V-01",10.6336
"MAPK3","TCGA-ZG-A9LS-01",10.1522
"MAPK3","TCGA-J9-A52E-01",10.5949
"MAPK3","TCGA-G9-6362-01",9.1807
"MAPK3","TCGA-KK-A59X-01",10.4848
"MAPK3","TCGA-EJ-7781-11",10.408
"MAPK3","TCGA-M7-A723-01",10.3249
"MAPK3","TCGA-HC-A6AL-01",10.0303
"MAPK3","TCGA-G9-6333-11",10.5812
"MAPK3","TCGA-EJ-A8FN-01",10.0509
"MAPK3","TCGA-XK-AAJA-01",10.1995
"MAPK3","TCGA-EJ-5531-01",10.1958
"MAPK3","TCGA-EJ-A6RC-01",10.2971
"MAPK3","TCGA-2A-A8W3-01",10.2733
"MAPK3","TCGA-EJ-A46B-01",10.2328
"MAPK3","TCGA-KK-A8IK-01",9.8947
"MAPK3","TCGA-XK-AAIR-01",10.1749
"MAPK3","TCGA-J9-A8CK-01",10.2952
"MAPK3","TCGA-EJ-8470-01",9.6614
"MAPK3","TCGA-KK-A7B4-01",10.1195
"MAPK3","TCGA-EJ-5499-01",10.0243
"MAPK3","TCGA-KK-A7AP-01",10.1548
"MAPK3","TCGA-EJ-7330-11",10.6512
"MAPK3","TCGA-CH-5764-01",9.1585
"MAPK3","TCGA-EJ-7789-01",9.7164
"MAPK3","TCGA-EJ-7789-11",10.1612
"MAPK3","TCGA-J4-AAU2-01",9.8646
"MAPK3","TCGA-XQ-A8TB-01",9.8354
"MAPK3","TCGA-VP-A87E-01",9.8263
"MAPK3","TCGA-EJ-7793-01",10.0812
"MAPK3","TCGA-YL-A9WI-01",9.9868
"MAPK3","TCGA-EJ-7321-01",9.805
"MAPK3","TCGA-KK-A8I7-01",10.249
"MAPK3","TCGA-ZG-A9L4-01",10.1942
"MAPK3","TCGA-CH-5789-01",9.4928
"MAPK3","TCGA-EJ-7785-11",10.1846
"MAPK3","TCGA-YL-A8HK-01",10.0432
"MAPK3","TCGA-G9-6329-01",10.418
"MAPK3","TCGA-XQ-A8TA-01",10.1712
"MAPK3","TCGA-2A-AAYU-01",9.5072
"MAPK3","TCGA-HC-8261-01",10.2282
"MAPK3","TCGA-EJ-5503-01",10.5514
"MAPK3","TCGA-KK-A5A1-01",10.1476
"MAPK3","TCGA-EJ-8468-01",9.8617
"MAPK3","TCGA-EJ-7782-01",9.773
"MAPK3","TCGA-HC-7212-01",9.6264
"MAPK3","TCGA-KK-A7AQ-01",10.3494
"MAPK3","TCGA-EJ-7791-01",9.9492
"MAPK3","TCGA-J4-A83K-01",9.835
"MAPK3","TCGA-VN-A88Q-01",9.4973
"MAPK3","TCGA-EJ-5498-01",9.9533
"MAPK3","TCGA-ZG-A9LY-01",10.1078
"MAPK3","TCGA-VP-A876-01",9.8213
"MAPK3","TCGA-V1-A8MK-01",10.008
"MAPK3","TCGA-YL-A8SF-01",10.1052
"MAPK3","TCGA-KK-A8I8-01",9.7696
"MAPK3","TCGA-EJ-7331-11",10.1933
"MAPK3","TCGA-HC-7740-11",9.825
"MAPK3","TCGA-KK-A7AV-01",10.2879
"MAPK3","TCGA-YL-A8SI-01",10.2812
"MAPK3","TCGA-TK-A8OK-01",10.3117
"MAPK3","TCGA-EJ-5508-01",9.8683
"MAPK3","TCGA-VP-A879-01",10.1306
"MAPK3","TCGA-ZG-A9L1-01",10.1173
"MAPK3","TCGA-KK-A6E3-01",10.7813
"MAPK3","TCGA-G9-6342-01",10.1063
"MAPK3","TCGA-EJ-5515-01",9.7169
"MAPK3","TCGA-G9-6364-01",10.17
"MAPK3","TCGA-G9-6332-01",9.4335
"MAPK3","TCGA-YL-A8SR-01",10.2085
"MAPK3","TCGA-EJ-7783-11",10.4586
"MAPK3","TCGA-KK-A6E5-01",10.1735
"MAPK3","TCGA-EJ-7783-01",10.0121
"MAPK3","TCGA-HC-7752-11",10.6256
"MAPK3","TCGA-J4-A83I-01",9.6017
"MAPK3","TCGA-KK-A8II-01",9.6109
"MAPK3","TCGA-CH-5743-01",10.4262
"MAPK3","TCGA-EJ-5509-01",10.2178
"MAPK3","TCGA-KK-A59V-01",9.8249
"MAPK3","TCGA-CH-5771-01",10.5251
"MAPK3","TCGA-J4-A83N-01",9.7273
"MAPK3","TCGA-EJ-8472-01",8.9289
"MAPK3","TCGA-EJ-A65E-01",9.973
"MAPK3","TCGA-YL-A8HJ-01",9.9305
"MAPK3","TCGA-HC-7745-11",10.1616
"MAPK3","TCGA-XK-AAIW-01",10.5214
"MAPK3","TCGA-V1-A9Z7-01",10.5577
"MAPK3","TCGA-HC-8259-01",9.5663
"MAPK3","TCGA-VP-A87H-01",10.5037
"MAPK3","TCGA-J4-A67M-01",10.6503
"MAPK3","TCGA-HC-7819-11",10.0382
"MAPK3","TCGA-KK-A6E0-01",9.6216
"MAPK3","TCGA-HC-7738-01",9.305
"MAPK3","TCGA-EJ-5517-01",9.747
"MAPK3","TCGA-VP-A872-01",11.6757
"MAPK3","TCGA-VN-A88I-01",10.6801
"MAPK3","TCGA-KK-A7B2-01",10.5702
"MAPK3","TCGA-KC-A4BR-01",10.0048
"MAPK3","TCGA-YL-A9WK-01",10.2386
"MAPK3","TCGA-EJ-5514-01",9.7705
"MAPK3","TCGA-G9-7521-01",9.9083
"MAPK3","TCGA-V1-A8MF-01",10.2675
"MAPK3","TCGA-MG-AAMC-01",8.7384
"MAPK3","TCGA-VN-A88P-01",9.8314
"MAPK3","TCGA-HC-7736-01",9.9659
"MAPK3","TCGA-YL-A8SQ-01",9.8074
"MAPK3","TCGA-EJ-A65B-01",10.6897
"MAPK3","TCGA-VN-A88K-01",9.1835
"MAPK3","TCGA-EJ-A46H-01",10.651
"MAPK3","TCGA-CH-5761-01",9.8569
"MAPK3","TCGA-J4-A83M-01",9.8198
"MAPK3","TCGA-EJ-A65F-01",10.0511
"MAPK3","TCGA-ZG-A9KY-01",9.8679
"MAPK3","TCGA-KK-A8IG-01",10.0089
"MAPK3","TCGA-CH-5738-01",9.9041
"MAPK3","TCGA-G9-A9S4-01",10.5317
"MAPK3","TCGA-J4-8198-01",9.4344
"MAPK3","TCGA-CH-5745-01",10.3595
"MAPK3","TCGA-EJ-7784-01",9.2342
"MAPK3","TCGA-V1-A9OH-01",9.981
"MAPK3","TCGA-G9-6343-01",10.3842
"MAPK3","TCGA-EJ-7327-01",9.9828
"MAPK3","TCGA-G9-6362-11",9.3733
"MAPK3","TCGA-KK-A7B3-01",10.3747
"MAPK3","TCGA-EJ-7793-11",10.2478
"MAPK3","TCGA-G9-6363-01",9.3485
"MAPK3","TCGA-CH-5768-11",10.0146
"MAPK3","TCGA-G9-6365-11",10.5625
"MAPK3","TCGA-XK-AAJR-01",9.959
"MAPK3","TCGA-M7-A722-01",10.1099
"MAPK3","TCGA-HC-7817-01",9.9703
"MAPK3","TCGA-KK-A6E2-01",9.558
"MAPK3","TCGA-HC-8260-01",9.88
"MAPK3","TCGA-G9-6367-01",10.1212
"MAPK3","TCGA-G9-6369-01",10.1574
"MAPK3","TCGA-G9-6338-01",10.0351
"MAPK3","TCGA-HC-8262-11",10.2088
"MAPK3","TCGA-XK-AAJU-01",10.5129
"MAPK3","TCGA-EJ-7786-01",9.7821
"MAPK3","TCGA-HC-7209-01",9.7226
"MAPK3","TCGA-CH-5792-01",10.3619
"MAPK3","TCGA-CH-5751-01",10.0683
"MAPK3","TCGA-HC-A4ZV-01",9.5946
"MAPK3","TCGA-J4-8200-01",9.6629
"MAPK3","TCGA-2A-AAYO-01",10.0727
"MAPK3","TCGA-HC-A632-01",9.9369
"MAPK3","TCGA-G9-6496-11",10.6249
"MAPK3","TCGA-EJ-5519-01",10.1477
"MAPK3","TCGA-YL-A8SK-01",10.5139
"MAPK3","TCGA-J4-AATV-01",10.0863
"MAPK3","TCGA-HI-7170-01",10.5239
"MAPK3","TCGA-CH-5752-01",9.9383
"MAPK3","TCGA-EJ-7312-01",10.7487
"MAPK3","TCGA-KK-A6DY-01",10.0123
"MAPK3","TCGA-G9-6384-01",9.9812
"MAPK3","TCGA-CH-5767-01",9.8861
"MAPK3","TCGA-YL-A9WL-01",10.1445
"MAPK3","TCGA-ZG-A9LB-01",10.0986
"MAPK3","TCGA-HC-7744-01",9.8981
"MAPK3","TCGA-H9-7775-01",9.5602
"MAPK3","TCGA-EJ-7794-11",10.4175
"MAPK3","TCGA-KC-A4BN-01",9.7037
"MAPK3","TCGA-KK-A7B1-01",10.1134
"MAPK3","TCGA-EJ-7123-01",9.7542
"MAPK3","TCGA-CH-5746-01",9.6628
"MAPK3","TCGA-V1-A8MJ-01",10.0325
"MAPK3","TCGA-J4-AATZ-01",9.5218
"MAPK3","TCGA-HC-A76X-01",9.4137
"MAPK3","TCGA-CH-5763-01",9.7093
"MAPK3","TCGA-G9-7523-01",10.538
"MAPK3","TCGA-EJ-A7NM-01",10.1913
"MAPK3","TCGA-VP-A878-01",10.1426
"MAPK3","TCGA-EJ-7115-01",9.9476
"MAPK3","TCGA-EJ-5530-01",9.3479
"MAPK3","TCGA-EJ-A7NN-01",10.4877
"MAPK3","TCGA-EJ-A7NH-01",10.221
"MAPK3","TCGA-CH-5762-01",9.5459
"MAPK3","TCGA-G9-6365-01",10.3726
"MAPK3","TCGA-CH-5741-01",9.6384
"MAPK3","TCGA-EJ-5512-01",10.1655
"MAPK3","TCGA-V1-A9OQ-01",9.7903
"MAPK3","TCGA-EJ-8474-01",9.6937
"MAPK3","TCGA-EJ-7328-01",10.2319
"MAPK3","TCGA-M7-A71Y-01",10.2702
"MAPK3","TCGA-CH-5740-01",9.9608
"MAPK3","TCGA-EJ-5521-01",10.3732
"MAPK3","TCGA-EJ-5494-01",10.3055
"MAPK3","TCGA-G9-6351-11",10.1086
"MAPK3","TCGA-G9-6342-11",10.3147
"MAPK3","TCGA-V1-A9OF-01",10.0735
"MAPK3","TCGA-HC-7747-01",10.1526
"MAPK3","TCGA-G9-6499-11",9.9112
"MAPK3","TCGA-HC-7820-01",9.6858
"MAPK3","TCGA-EJ-5525-01",9.3184
"MAPK3","TCGA-4L-AA1F-01",10.1143
"MAPK3","TCGA-EJ-7325-01",9.8591
"MAPK3","TCGA-KK-A8I5-01",9.5075
"MAPK3","TCGA-ZG-A9L5-01",10.4897
"MAPK3","TCGA-G9-7525-01",10.071
"MAPK3","TCGA-XA-A8JR-01",9.9296
"MAPK3","TCGA-HC-8257-01",9.7823
"MAPK3","TCGA-KK-A8ID-01",9.553
"MAPK3","TCGA-YL-A9WJ-01",10.1425
"MAPK3","TCGA-EJ-A6RA-01",10.1608
"MAPK3","TCGA-CH-5794-01",10.0677
"MAPK3","TCGA-FC-A6HD-01",10.176
"MAPK3","TCGA-EJ-A7NG-01",10.0518
"MAPK3","TCGA-EJ-A65J-01",9.5248
"MAPK3","TCGA-J4-A67T-01",9.5445
"MAPK3","TCGA-V1-A8WV-01",10.7501
"MAPK3","TCGA-V1-A9Z9-01",10.3575
"MAPK3","TCGA-CH-5767-11",10.2201
"MAPK3","TCGA-V1-A9OL-01",10.5414
"MAPK3","TCGA-G9-7519-01",10.3038
"MAPK3","TCGA-ZG-A9MC-01",10.8627
"MAPK3","TCGA-VN-A943-01",9.7953
"MAPK3","TCGA-FC-A4JI-01",9.8178
"MAPK3","TCGA-HC-8264-01",9.8588
"MAPK3","TCGA-EJ-5507-01",9.7925
"MAPK3","TCGA-EJ-5495-01",9.5495
"MAPK3","TCGA-J9-A52D-01",9.8251
"MAPK3","TCGA-V1-A8MU-01",10.3392
"MAPK3","TCGA-EJ-5497-01",9.5252
"MAPK3","TCGA-G9-6378-01",10.2784
"MAPK3","TCGA-EJ-7797-01",9.8271
"MAPK3","TCGA-ZG-A9L6-01",10.4538
"MAPK3","TCGA-HC-A631-01",10.3641
"MAPK3","TCGA-V1-A8WS-01",9.6967
"MAPK3","TCGA-HC-A6AS-01",10.5897
"MAPK3","TCGA-J9-A8CP-01",10.5038
"MAPK3","TCGA-EJ-A8FO-11",10.6985
"MAPK3","TCGA-YL-A8HL-01",10.0148
"MAPK3","TCGA-EJ-A7NF-01",9.6161
"MAPK3","TCGA-EJ-7218-01",9.9506
"MAPK3","TCGA-HC-7740-01",10.4128
"MAPK3","TCGA-KK-A7AY-01",9.7932
"MAPK3","TCGA-CH-5790-01",9.621
"MAPK3","TCGA-CH-5769-01",9.8633
"MAPK3","TCGA-WW-A8ZI-01",10.1409
"MAPK3","TCGA-G9-6347-01",10.5477
"MAPK3","TCGA-KK-A8IF-01",10.1783
"MAPK3","TCGA-2A-A8VX-01",9.9886
"MAPK3","TCGA-HC-7233-01",9.6824
"MAPK3","TCGA-Y6-A8TL-01",9.7477
"MAPK3","TCGA-XK-AAJP-01",10.1119
"MAPK3","TCGA-HC-7748-01",9.5122
"MAPK3","TCGA-XJ-A83H-01",9.4441
"MAPK3","TCGA-KC-A7FD-01",9.1065
"MAPK3","TCGA-FC-7961-01",9.7064
"MAPK3","TCGA-EJ-A8FP-01",10.2283
"MAPK3","TCGA-G9-A9S0-01",10.0884
"MAPK3","TCGA-V1-A9OT-01",9.7602
"MAPK3","TCGA-ZG-A9N3-01",9.8526
"MAPK3","TCGA-G9-6363-11",9.8738
"MAPK3","TCGA-VN-A88M-01",9.6529
"MAPK3","TCGA-CH-5750-01",9.6201
"MAPK3","TCGA-HC-7742-11",10.1807
"MAPK3","TCGA-ZG-A9LU-01",10.8775
"MAPK3","TCGA-J9-A8CL-01",10.5996
"MAPK3","TCGA-HC-A6AO-01",10.1863
"MAPK3","TCGA-VP-AA1N-01",10.3794
"MAPK3","TCGA-KK-A6E7-01",9.9656
"MAPK3","TCGA-KC-A7F6-01",10.0883
"MAPK3","TCGA-HC-7211-01",9.5611
"MAPK3","TCGA-KC-A4BV-01",9.688
"MAPK3","TCGA-KK-A8IH-01",9.751
"MAPK3","TCGA-2A-A8VV-01",9.9117
"MAPK3","TCGA-QU-A6IM-01",10.1853
"MAPK3","TCGA-XK-AAJT-01",10.4709
"MAPK3","TCGA-HC-7210-01",9.934
"MAPK3","TCGA-ZG-A8QZ-01",10.045
"MAPK3","TCGA-ZG-A9ND-01",9.8685
"MAPK3","TCGA-J4-A67O-01",9.9426
"MAPK3","TCGA-XK-AAJ3-01",10.2604
"MAPK3","TCGA-YL-A8SB-01",10.263
"MAPK3","TCGA-HC-7738-11",9.8438
"MAPK3","TCGA-G9-6385-01",10.0236
"MAPK3","TCGA-YL-A8HM-01",10.5126
"MAPK3","TCGA-X4-A8KS-01",9.8091
"MAPK3","TCGA-EJ-7785-01",9.8445
"MAPK3","TCGA-HC-7752-01",10.0301
"MAPK3","TCGA-YL-A8SP-01",10.2236
"MAPK3","TCGA-EJ-5526-01",9.532
"MAPK3","TCGA-EJ-7314-01",9.9029
"MAPK3","TCGA-J4-A67S-01",10.3153
"MAPK3","TCGA-YJ-A8SW-01",10.0467
"MAPK3","TCGA-V1-A9ZG-01",10.4233
"MAPK3","TCGA-FC-A8O0-01",10.2718
"MAPK3","TCGA-ZG-A9NI-01",11.0069
"MAPK3","TCGA-G9-7510-01",10.2694
"MAPK3","TCGA-EJ-5502-01",9.9172
"MAPK3","TCGA-YL-A8S8-01",10.0783
"MAPK3","TCGA-EJ-7327-11",9.9246
"MAPK3","TCGA-X4-A8KQ-01",10.0035
"MAPK3","TCGA-EJ-5516-01",9.7199
"MAPK3","TCGA-CH-5748-01",9.3327
"MAPK3","TCGA-HC-7078-01",10.4464
"MAPK3","TCGA-ZG-A8QX-01",9.9976
"MAPK3","TCGA-HC-7230-01",9.8821
"MAPK3","TCGA-EJ-5542-01",9.4499
"MAPK3","TCGA-KK-A8I9-01",10.2957
"MAPK3","TCGA-HC-8266-01",10.0837
"MAPK3","TCGA-G9-6370-01",10.7232
"MAPK3","TCGA-HC-7080-01",10.1326
"MAPK3","TCGA-G9-6353-01",10.4704
"MAPK3","TCGA-HC-8262-01",9.7207
"MAPK3","TCGA-G9-6333-01",9.9375
"MAPK3","TCGA-EJ-A46I-01",10.1924
"MAPK3","TCGA-EJ-AB20-01",10.9953
"MAPK3","TCGA-M7-A724-01",9.5637
"MAPK3","TCGA-CH-5768-01",9.3748
"MAPK3","TCGA-G9-6494-01",10.1363
"MAPK3","TCGA-CH-5788-01",9.4648
"MAPK3","TCGA-J4-A6M7-01",9.6399
"MAPK3","TCGA-EJ-A8FU-01",10.0837
"MAPK3","TCGA-M7-A721-01",10.0392
"MAPK3","TCGA-G9-6496-01",10.1729
"MAPK3","TCGA-TP-A8TV-01",9.8731
"MAPK3","TCGA-QU-A6IP-01",10.0091
"MAPK3","TCGA-J9-A8CN-01",10.0796
"MAPK3","TCGA-EJ-5524-01",9.3948
"MAPK3","TCGA-G9-6498-01",10.1073
"MAPK3","TCGA-HC-A8D0-01",10.3748
"MAPK3","TCGA-V1-A8WN-01",9.83
"MAPK3","TCGA-EJ-7318-01",10.2677
"MAPK3","TCGA-HC-7750-01",10.1143
"MAPK3","TCGA-EJ-A65M-01",10.114
"MAPK3","TCGA-ZG-A8QW-01",10.5426
"MAPK3","TCGA-CH-5754-01",10.2068
"MAPK3","TCGA-EJ-5522-01",9.4622
"MAPK3","TCGA-EJ-7792-11",10.5068
"MAPK3","TCGA-HC-8265-01",9.76
"MAPK3","TCGA-EJ-5501-01",9.935
"MAPK3","TCGA-YL-A8SJ-01",9.46
"MAPK3","TCGA-ZG-A9L2-01",10.383
"MAPK3","TCGA-YL-A8HO-01",10.3914
"MAPK3","TCGA-YL-A8SL-01",9.5518
"MAPK3","TCGA-EJ-A46G-01",10.1368
"MAPK3","TCGA-M7-A720-01",10.2216
"MAPK3","TCGA-HC-8259-11",9.9779
"MAPK3","TCGA-M7-A725-01",10.0783
"MAPK3","TCGA-CH-5753-01",9.2417
"MAPK3","TCGA-V1-A9O9-01",9.9436
"MAPK3","TCGA-EJ-7125-01",9.9483
"MAPK3","TCGA-G9-7522-01",9.9573
"MAPK3","TCGA-XK-AAK1-01",10.1245
"MAPK3","TCGA-G9-A9S7-01",10.498
"MAPK3","TCGA-EJ-A8FS-01",9.8612
"MAPK3","TCGA-G9-6366-01",10.1796
"MAPK3","TCGA-KC-A7F3-01",9.9492
"MAPK3","TCGA-XJ-A9DI-01",10.5015
"MAPK3","TCGA-J4-A83J-11",10.3372
"MAPK3","TCGA-EJ-7784-11",10.0089
"MAPK3","TCGA-XJ-A9DK-01",10.0171
"MAPK3","TCGA-HC-8256-01",9.8286
"MAPK3","TCGA-KK-A59Z-01",9.9898
"MAPK3","TCGA-KK-A7AU-01",10.2422
"MAPK3","TCGA-G9-6356-11",10.3486
"MAPK3","TCGA-EJ-7331-01",9.6602
"MAPK3","TCGA-VP-A875-01",9.1679
"MAPK3","TCGA-ZG-A9M4-01",10.1476
"MAPK3","TCGA-V1-A8MM-01",10.3098
"MAPK3","TCGA-EJ-5532-01",9.7247
"MAPK3","TCGA-KK-A8IL-01",9.9012
"MAPK3","TCGA-ZG-A9LM-01",10.8033
"MAPK3","TCGA-V1-A8X3-01",9.5822
"MAPK3","TCGA-EJ-7317-11",10.073
"MAPK3","TCGA-EJ-7115-11",10.0794
"MAPK3","TCGA-EJ-5518-01",9.8291
"MAPK3","TCGA-QU-A6IL-01",10.0041
"MAPK3","TCGA-2A-A8VT-01",10.5719
"MAPK3","TCGA-HC-7081-01",10.0309
"MAPK3","TCGA-YL-A8SC-01",9.6971
"MAPK3","TCGA-J4-A83J-01",9.5603
"MAPK3","TCGA-J4-A6G1-01",10.3119
"MAPK3","TCGA-HC-7231-01",9.9552
"MAPK3","TCGA-G9-6339-01",10.0243
"MAPK3","TCGA-HC-7232-01",10.1244
"MAPK3","TCGA-HC-A6HX-01",10.6018
"MAPK3","TCGA-XJ-A9DQ-01",10.0345
"MAPK3","TCGA-G9-6351-01",9.8746
"MAPK3","TCGA-EJ-5510-01",10.0424
"MAPK3","TCGA-VP-A87D-01",9.8231
"MAPK3","TCGA-QU-A6IO-01",10.6676
"MAPK3","TCGA-EJ-7792-01",10.1887
"MAPK3","TCGA-G9-6348-11",10.5037
"MAPK3","TCGA-KK-A8IJ-01",9.6911
"MAPK3","TCGA-G9-7509-01",9.9843
"MAPK3","TCGA-CH-5765-01",9.7275
"MAPK3","TCGA-KK-A6E1-01",9.8317
"MAPK3","TCGA-CH-5791-01",9.6781
"MAPK3","TCGA-V1-A9OX-01",10.317
"MAPK3","TCGA-V1-A9O5-01",10.2035
"MAPK3","TCGA-HC-8216-01",10.1397
"MAPK3","TCGA-V1-A9OA-01",10.3136
"MAPK3","TCGA-KC-A4BL-01",10.4043
"MAPK3","TCGA-YL-A8SA-01",9.2351
"MAPK3","TCGA-CH-5761-11",10.4701
"MAPK3","TCGA-HC-7211-11",9.8157
"MAPK3","TCGA-ZG-A9L9-01",10.6035
"MAPK3","TCGA-HC-7077-01",9.5884
"MAPK3","TCGA-J4-A67R-01",10.4961
"MAPK3","TCGA-HC-7737-01",10.0435
"MAPK3","TCGA-VP-A87K-01",9.5317
"MAPK3","TCGA-J9-A52B-01",11.1009
"MAPK3","TCGA-V1-A8MG-01",10.2701
"MAPK3","TCGA-KK-A8IM-01",9.5028
"MAPK3","TCGA-CH-5769-11",9.9147
"MAPK3","TCGA-EJ-AB27-01",9.9294
"MAPK3","TCGA-EJ-5504-01",9.7963
"MAPK3","TCGA-G9-6377-01",9.9045
"MAPK3","TCGA-HC-7737-11",10.0901
"MAPK3","TCGA-HC-7742-01",10.4354
"MAPK3","TCGA-EJ-A7NK-01",10.0341
"MAPK3","TCGA-HC-7213-01",10.7113
"MAPK3","TCGA-KK-A7AZ-01",9.6624
"MAPK3","TCGA-EJ-7330-01",9.9157
"MAPK3","TCGA-KK-A8IC-01",10.062
"MAPK3","TCGA-ZG-A9LN-01",10.3785
"MAPK3","TCGA-KK-A59Y-01",10.2908
"MAPK3","TCGA-HC-A76W-01",10.1935
"MAPK3","TCGA-KC-A7F5-01",9.5204
"MAPK3","TCGA-VN-A88L-01",10.2346
"MAPK3","TCGA-KK-A8IB-01",10.2148
"MAPK3","TCGA-HC-7818-01",9.7471
"MAPK3","TCGA-EJ-A46E-01",10.8288
"MAPK3","TCGA-HC-7745-01",10.2625
"MAPK3","TCGA-EJ-5506-01",9.5838
"MAPK3","TCGA-V1-A8WL-01",10.0106
"MAPK3","TCGA-KK-A8I6-01",9.8568
"MAPK3","TCGA-TP-A8TT-01",9.4571
"MAPK3","TCGA-G9-6499-01",9.7891
"MAPK3","TCGA-HC-A6AN-01",10.0779
"MAPK3","TCGA-VP-A87C-01",10.2965
"MAPK3","TCGA-EJ-5496-01",9.3132
"MAPK3","TCGA-KK-A6E6-01",10.0306
"MAPK3","TCGA-EJ-7781-01",9.8761
"MAPK3","TCGA-HI-7169-01",10.3539
"MAPK3","TCGA-J4-A67N-01",10.4273
"MAPK3","TCGA-EJ-7321-11",10.44
"MAPK3","TCGA-HC-A48F-01",10.1577
"MAPK3","TCGA-G9-6371-01",9.7918
"MAPK3","TCGA-EJ-7794-01",9.8818
"MAPK3","TCGA-G9-6384-11",10.3424
"MAPK3","TCGA-YL-A9WH-01",10.8719
"MAPK3","TCGA-HC-7747-11",10.0682
"MAPK3","TCGA-V1-A9ZR-01",10.8413
"MAPK3","TCGA-EJ-7786-11",10.3059
"MAPK3","TCGA-ZG-A9LZ-01",10.355
"MAPK3","TCGA-EJ-7315-11",10.2971
"MAPK3","TCGA-HC-A9TH-01",9.2887
"MAPK3","TCGA-V1-A9O7-01",10.4362
"MAPK3","TCGA-HC-A6HY-01",10.0422
"MAPK3","TCGA-CH-5739-01",9.7208
"MAPK3","TCGA-XK-AAIV-01",10.3541
"MAPK3","TCGA-J4-A6G3-01",10.1343
"MAPK3","TCGA-KC-A7FA-01",10.0242
"MAPK3","TCGA-HC-7749-01",9.5874
"MAPK3","TCGA-HC-8258-01",10.1905
"MAPK3","TCGA-EJ-7797-11",10.0883
"MAPK3","TCGA-HC-7079-01",10.2004
"MAPK3","TCGA-EJ-7123-11",10.3156
"MAPK3","TCGA-2A-A8VO-01",9.9847
"MAPK3","TCGA-M7-A71Z-01",10.6384
"MAPK3","TCGA-EJ-7788-01",9.2317
"MAPK3","TCGA-KK-A8I4-01",10.3679
"MAPK3","TCGA-XJ-A83G-01",9.9414
"MAPK3","TCGA-YL-A9WX-01",10.2762
"MAPK3","TCGA-J4-A67L-01",9.8123
"MAPK3","TCGA-2A-AAYF-01",10.1172
"MAPK3","TCGA-EJ-5505-01",9.8778
"MAPK3","TCGA-V1-A9ZK-01",10.2357
"MAPK3","TCGA-XJ-A9DX-01",10.2022
"MAPK3","TCGA-V1-A9OY-01",10.1815
"MAPK3","TCGA-VN-A88O-01",9.8773
"MAPK3","TCGA-EJ-A46F-01",9.903
"MAPK3","TCGA-G9-6373-01",10.5416
"MAPK3","TCGA-VN-A88R-01",10.271
"MAPK3","TCGA-G9-6379-01",10.2948
"MAPK3","TCGA-CH-5737-01",9.7006
"MAPK3","TCGA-VP-A87B-01",9.6013
"MAPK3","TCGA-HC-A8D1-01",9.7983
"MAPK3","TCGA-J4-A83L-01",9.7305
"MAPK3","TCGA-V1-A8WW-01",10.5086
"MAPK3","TCGA-EJ-A8FO-01",9.9566
"MAPK3","TCGA-QU-A6IN-01",9.7099
"MAPK3","TCGA-FC-7708-01",9.8527
"MAPK3","TCGA-YL-A8SH-01",10.1313
"MAPK3","TCGA-KC-A7FE-01",10.2756
"MAPK3","TCGA-V1-A8ML-01",10.4512
"MAPK3","TCGA-HC-A6AQ-01",10.1046
"MAPK3","TCGA-H9-A6BY-01",10.0493
"MAPK3","TCGA-EJ-7314-11",10.1732
"MAPK3","TCGA-KK-A6E8-01",9.6704
"MAPK3","TCGA-HC-A6AP-01",10.6095
